_id,Season,AwayTeam,HomeTeam,MatchDate,Date,FTR,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,League,HomeResultScore,AwayResultScore,HDI,ADI,HGL5,AGL5,HTHF5,ATAF5,HDIL5,ADIL5,HTFL5,ATFL5,HT_PTS_HOME,HT_PTS_AWAY,HTSP,AT_PTS_AWAY,AT_PTS_HOME,ATSP,HTASG,ATASG,SGD
"ObjectId(""682b8a710b6a9f2c872ef360"")",2425,St Pauli,Leverkusen,2024-12-07T00:00:00.000Z,07/12/2024,H,2,1,2.0,0.0,6.0,12.0,2.0,4.0,7.0,4.0,8.0,10.0,1.0,3.0,0.0,0.0,D1,3,0,5.0,15.0,13.0,7.0,11.0,6.0,55.0,45.0,9.0,7.0,27,6,33,12,24,36,29,11,18
"ObjectId(""682b8a710b6a9f2c872ef363"")",2425,St Pauli,Mainz,2025-02-22T00:00:00.000Z,22/02/2025,H,2,0,0.0,0.0,10.0,12.0,5.0,0.0,6.0,5.0,9.0,10.0,3.0,3.0,0.0,0.0,D1,3,0,15.0,15.0,8.0,4.0,13.0,6.0,55.0,85.0,7.0,7.0,21,12,33,12,24,36,16,11,5
"ObjectId(""682b8a710b6a9f2c872ef365"")",2425,St Pauli,Heidenheim,2025-01-18T00:00:00.000Z,18/01/2025,A,0,2,0.0,1.0,8.0,7.0,1.0,4.0,4.0,4.0,11.0,17.0,1.0,2.0,0.0,0.0,D1,0,3,5.0,10.0,4.0,4.0,4.0,6.0,30.0,75.0,4.0,3.0,7,25,32,12,24,36,9,11,-2
"ObjectId(""682b8a710b6a9f2c872ef366"")",2425,St Pauli,Dortmund,2024-10-18T00:00:00.000Z,18/10/2024,H,2,1,1.0,0.0,20.0,10.0,7.0,3.0,7.0,1.0,8.0,7.0,2.0,1.0,0.0,0.0,D1,3,0,10.0,5.0,10.0,4.0,9.0,3.0,20.0,35.0,7.0,4.0,24,9,33,12,24,36,31,11,20
"ObjectId(""682b8a710b6a9f2c872ef367"")",2425,St Pauli,Bochum,2025-01-15T00:00:00.000Z,15/01/2025,H,1,0,0.0,0.0,13.0,12.0,5.0,1.0,6.0,7.0,7.0,15.0,1.0,3.0,0.0,1.0,D1,3,0,5.0,40.0,4.0,5.0,4.0,6.0,25.0,40.0,6.0,6.0,12,18,30,12,24,36,12,11,1
"ObjectId(""682b8a710b6a9f2c872ef368"")",2425,St Pauli,RB Leipzig,2025-02-09T00:00:00.000Z,09/02/2025,H,2,0,2.0,0.0,11.0,7.0,6.0,4.0,5.0,4.0,12.0,8.0,2.0,2.0,1.0,0.0,D1,3,0,35.0,10.0,9.0,4.0,8.0,6.0,30.0,75.0,6.0,7.0,22,7,29,12,24,36,21,11,10
"ObjectId(""682b8a710b6a9f2c872ef36a"")",2425,St Pauli,Hoffenheim,2024-11-02T00:00:00.000Z,02/11/2024,A,0,2,0.0,1.0,12.0,7.0,6.0,3.0,7.0,2.0,10.0,10.0,0.0,2.0,0.0,0.0,D1,0,3,0.0,10.0,10.0,5.0,6.0,3.0,65.0,40.0,5.0,5.0,12,21,33,12,24,36,19,11,8
"ObjectId(""682b8a710b6a9f2c872ef36c"")",2425,St Pauli,Stuttgart,2024-12-21T00:00:00.000Z,21/12/2024,A,0,1,0.0,1.0,25.0,11.0,5.0,5.0,9.0,1.0,10.0,11.0,2.0,2.0,0.0,0.0,D1,0,3,10.0,10.0,10.0,7.0,10.0,6.0,70.0,45.0,10.0,3.0,20,17,37,12,24,36,27,11,16
"ObjectId(""682b8a710b6a9f2c872ef36e"")",2425,St Pauli,M'gladbach,2024-11-24T00:00:00.000Z,24/11/2024,H,2,0,2.0,0.0,15.0,15.0,4.0,3.0,5.0,4.0,7.0,8.0,1.0,0.0,0.0,0.0,D1,3,0,5.0,0.0,11.0,7.0,9.0,6.0,50.0,50.0,8.0,4.0,20,14,34,12,24,36,22,11,11
"ObjectId(""682b8a710b6a9f2c872ef370"")",2425,St Pauli,Augsburg,2024-09-15T00:00:00.000Z,15/09/2024,H,3,1,0.0,0.0,18.0,12.0,10.0,3.0,7.0,7.0,12.0,10.0,4.0,3.0,0.0,0.0,D1,3,0,20.0,15.0,2.0,0.0,1.0,0.0,15.0,5.0,1.0,0.0,18,12,30,12,24,36,14,11,3
"ObjectId(""682b8a710b6a9f2c872ef371"")",2425,St Pauli,Freiburg,2024-09-28T00:00:00.000Z,28/09/2024,A,0,3,0.0,2.0,6.0,10.0,2.0,4.0,4.0,2.0,7.0,18.0,3.0,3.0,0.0,0.0,D1,0,3,15.0,15.0,5.0,1.0,6.0,0.0,10.0,20.0,9.0,1.0,25,7,32,12,24,36,24,11,13
"ObjectId(""682b8a710b6a9f2c872ef36b"")",2425,Dortmund,Mainz,2024-11-09T00:00:00.000Z,09/11/2024,H,3,1,2.0,1.0,13.0,2.0,9.0,1.0,8.0,0.0,17.0,5.0,3.0,1.0,0.0,1.0,D1,3,0,15.0,30.0,3.0,3.0,2.0,1.0,85.0,135.0,5.0,9.0,21,12,33,8,23,31,16,12,4
"ObjectId(""682b8a710b6a9f2c872ef36d"")",2425,Dortmund,Heidenheim,2025-02-01T00:00:00.000Z,01/02/2025,A,1,2,0.0,1.0,11.0,16.0,5.0,5.0,4.0,5.0,11.0,9.0,0.0,0.0,0.0,0.0,D1,0,3,0.0,0.0,4.0,7.0,3.0,4.0,30.0,95.0,4.0,4.0,7,25,32,8,23,31,9,12,-3
"ObjectId(""682b8a710b6a9f2c872ef36f"")",2425,Dortmund,Bochum,2025-02-15T00:00:00.000Z,15/02/2025,H,2,0,2.0,0.0,18.0,17.0,9.0,2.0,2.0,8.0,12.0,4.0,1.0,0.0,0.0,0.0,D1,3,0,5.0,0.0,6.0,8.0,7.0,7.0,55.0,65.0,5.0,4.0,12,18,30,8,23,31,12,12,0
"ObjectId(""682b8a710b6a9f2c872ef372"")",2425,Dortmund,Ein Frankfurt,2025-01-17T00:00:00.000Z,17/01/2025,H,2,0,1.0,0.0,13.0,12.0,5.0,3.0,5.0,7.0,8.0,6.0,0.0,2.0,0.0,0.0,D1,3,0,0.0,10.0,15.0,8.0,10.0,4.0,35.0,125.0,7.0,5.0,24,6,30,8,23,31,29,12,17
"ObjectId(""682b8a710b6a9f2c872ef374"")",2425,Dortmund,Union Berlin,2024-10-05T00:00:00.000Z,05/10/2024,H,2,1,2.0,0.0,13.0,9.0,5.0,5.0,3.0,3.0,15.0,17.0,4.0,4.0,0.0,0.0,D1,3,0,20.0,20.0,3.0,1.0,6.0,1.0,30.0,75.0,8.0,10.0,15,15,30,8,23,31,10,12,-2
"ObjectId(""682b8a710b6a9f2c872ef375"")",2425,Dortmund,Stuttgart,2024-09-22T00:00:00.000Z,22/09/2024,H,5,1,2.0,0.0,16.0,6.0,9.0,3.0,6.0,4.0,10.0,6.0,1.0,3.0,0.0,0.0,D1,3,0,5.0,15.0,3.0,0.0,1.0,1.0,20.0,60.0,4.0,7.0,20,17,37,8,23,31,27,12,15
"ObjectId(""682b8a710b6a9f2c872ef376"")",2425,Dortmund,Holstein Kiel,2025-01-14T00:00:00.000Z,14/01/2025,H,4,2,3.0,0.0,11.0,16.0,7.0,4.0,1.0,9.0,13.0,11.0,2.0,2.0,1.0,0.0,D1,3,0,35.0,10.0,6.0,7.0,6.0,4.0,55.0,135.0,3.0,6.0,10,25,35,8,23,31,16,12,4
"ObjectId(""682b8a710b6a9f2c872ef377"")",2425,Dortmund,Wolfsburg,2024-12-22T00:00:00.000Z,22/12/2024,A,1,3,0.0,3.0,14.0,12.0,5.0,4.0,10.0,4.0,8.0,8.0,3.0,2.0,0.0,1.0,D1,0,3,15.0,35.0,10.0,5.0,8.0,1.0,80.0,115.0,12.0,6.0,14,17,31,8,23,31,22,12,10
"ObjectId(""682b8a710b6a9f2c872ef378"")",2425,Dortmund,M'gladbach,2024-12-07T00:00:00.000Z,07/12/2024,D,1,1,0.0,0.0,9.0,16.0,3.0,3.0,7.0,4.0,16.0,11.0,3.0,2.0,1.0,0.0,D1,1,1,40.0,10.0,11.0,4.0,12.0,1.0,50.0,165.0,8.0,7.0,20,14,34,8,23,31,22,12,10
"ObjectId(""682b8a710b6a9f2c872ef379"")",2425,Dortmund,Augsburg,2024-10-26T00:00:00.000Z,26/10/2024,H,2,1,1.0,1.0,12.0,11.0,4.0,4.0,3.0,5.0,13.0,10.0,3.0,3.0,0.0,1.0,D1,3,0,15.0,40.0,9.0,2.0,7.0,1.0,85.0,95.0,6.0,9.0,18,12,30,8,23,31,14,12,2
"ObjectId(""682b8a710b6a9f2c872ef2c5"")",2425,Osasuna,Getafe,2024-10-05T00:00:00.000Z,05/10/2024,D,1,1,1.0,0.0,11.0,6.0,3.0,2.0,4.0,2.0,17.0,10.0,2.0,4.0,0.0,0.0,SP1,1,1,10.0,20.0,3.0,1.0,6.0,1.0,40.0,25.0,4.0,10.0,19,28,47,15,30,45,14,14,0
"ObjectId(""682b8a710b6a9f2c872ef2c8"")",2425,Osasuna,Real Madrid,2024-11-09T00:00:00.000Z,09/11/2024,H,4,0,2.0,0.0,18.0,2.0,8.0,0.0,11.0,3.0,9.0,16.0,0.0,2.0,0.0,0.0,SP1,3,0,0.0,10.0,11.0,4.0,12.0,5.0,60.0,65.0,10.0,10.0,46,7,53,15,30,45,43,14,29
"ObjectId(""682b8a710b6a9f2c872ef2ca"")",2425,Osasuna,Betis,2025-05-11T00:00:00.000Z,11/05/2025,D,1,1,0.0,0.0,10.0,16.0,5.0,5.0,6.0,7.0,8.0,12.0,3.0,2.0,0.0,0.0,SP1,1,1,15.0,10.0,11.0,6.0,12.0,5.0,50.0,40.0,10.0,10.0,33,15,48,15,30,45,31,14,17
"ObjectId(""682b8a710b6a9f2c872ef2cc"")",2425,Osasuna,Mallorca,2025-02-10T00:00:00.000Z,10/02/2025,D,1,1,0.0,0.0,10.0,19.0,2.0,4.0,7.0,11.0,7.0,11.0,1.0,4.0,0.0,0.0,SP1,1,1,5.0,20.0,5.0,2.0,6.0,3.0,110.0,60.0,6.0,5.0,27,21,48,15,30,45,19,14,5
"ObjectId(""682b8a710b6a9f2c872ef2ce"")",2425,Osasuna,Celta,2025-02-21T00:00:00.000Z,21/02/2025,H,1,0,0.0,0.0,12.0,18.0,5.0,1.0,5.0,4.0,11.0,13.0,1.0,0.0,0.0,0.0,SP1,3,0,5.0,0.0,10.0,3.0,10.0,4.0,60.0,70.0,5.0,7.0,36,15,51,15,30,45,31,14,17
"ObjectId(""682b8a710b6a9f2c872ef2d0"")",2425,Osasuna,Sociedad,2024-10-27T00:00:00.000Z,27/10/2024,A,0,2,0.0,2.0,19.0,10.0,9.0,4.0,14.0,4.0,7.0,14.0,3.0,4.0,0.0,0.0,SP1,0,3,15.0,20.0,6.0,2.0,4.0,2.0,75.0,45.0,8.0,8.0,24,27,51,15,30,45,17,14,3
"ObjectId(""682b8a710b6a9f2c872ef2d2"")",2425,Osasuna,Espanol,2024-12-14T00:00:00.000Z,14/12/2024,D,0,0,0.0,0.0,9.0,6.0,3.0,0.0,5.0,4.0,13.0,13.0,3.0,1.0,0.0,0.0,SP1,1,1,15.0,5.0,9.0,4.0,9.0,6.0,60.0,70.0,3.0,6.0,27,21,48,15,30,45,21,14,7
"ObjectId(""682b8a710b6a9f2c872ef2d4"")",2425,Osasuna,Valencia,2024-09-24T00:00:00.000Z,24/09/2024,D,0,0,0.0,0.0,10.0,9.0,2.0,2.0,10.0,5.0,6.0,11.0,2.0,3.0,0.0,0.0,SP1,1,1,10.0,15.0,4.0,1.0,4.0,0.0,40.0,10.0,4.0,9.0,31,19,50,15,30,45,26,14,12
"ObjectId(""682b8a710b6a9f2c872ef2d8"")",2425,Osasuna,Sevilla,2024-12-02T00:00:00.000Z,02/12/2024,D,1,1,0.0,0.0,12.0,7.0,5.0,3.0,5.0,1.0,11.0,15.0,1.0,1.0,0.0,0.0,SP1,1,1,5.0,5.0,5.0,4.0,12.0,5.0,165.0,75.0,6.0,7.0,24,24,48,15,30,45,17,14,3
"ObjectId(""682b8a710b6a9f2c872ef2d9"")",2425,Osasuna,Leganes,2025-04-07T00:00:00.000Z,07/04/2025,D,1,1,0.0,0.0,13.0,14.0,7.0,6.0,4.0,8.0,18.0,14.0,3.0,3.0,0.0,0.0,SP1,1,1,15.0,15.0,7.0,2.0,7.0,3.0,100.0,80.0,3.0,2.0,22,28,50,15,30,45,20,14,6
"ObjectId(""682b8a710b6a9f2c872ef2da"")",2425,Osasuna,Ath Bilbao,2025-03-30T00:00:00.000Z,30/03/2025,D,0,0,0.0,0.0,11.0,5.0,5.0,2.0,3.0,4.0,12.0,12.0,1.0,1.0,0.0,0.0,SP1,1,1,5.0,5.0,13.0,2.0,11.0,2.0,30.0,75.0,8.0,2.0,39,9,48,15,30,45,32,14,18
"ObjectId(""682b8a710b6a9f2c872ef2db"")",2425,Osasuna,Barcelona,2025-03-27T00:00:00.000Z,27/03/2025,H,3,0,2.0,0.0,19.0,4.0,5.0,0.0,8.0,4.0,7.0,14.0,1.0,3.0,0.0,0.0,SP1,3,0,5.0,15.0,14.0,2.0,12.0,3.0,35.0,65.0,15.0,3.0,43,10,53,15,30,45,50,14,36
"ObjectId(""682b8a710b6a9f2c872ef2dc"")",2425,Osasuna,Valladolid,2025-04-20T00:00:00.000Z,20/04/2025,A,2,3,0.0,2.0,12.0,11.0,5.0,6.0,5.0,2.0,12.0,17.0,2.0,0.0,0.0,0.0,SP1,0,3,10.0,0.0,1.0,2.0,1.0,3.0,125.0,55.0,0.0,5.0,13,37,50,15,30,45,11,14,-3
"ObjectId(""682b8a710b6a9f2c872ef2dd"")",2425,Osasuna,Villarreal,2025-05-03T00:00:00.000Z,03/05/2025,H,4,2,3.0,0.0,15.0,11.0,5.0,4.0,2.0,8.0,10.0,18.0,4.0,1.0,0.0,0.0,SP1,3,0,20.0,5.0,5.0,4.0,6.0,5.0,80.0,35.0,8.0,11.0,31,16,47,15,30,45,39,14,25
"ObjectId(""682b8a710b6a9f2c872ef2de"")",2425,Osasuna,Las Palmas,2025-01-24T00:00:00.000Z,24/01/2025,D,1,1,0.0,0.0,16.0,16.0,7.0,4.0,4.0,2.0,14.0,17.0,7.0,8.0,1.0,0.0,SP1,1,1,60.0,40.0,7.0,3.0,9.0,5.0,90.0,40.0,7.0,3.0,17,32,49,15,30,45,21,14,7
"ObjectId(""682b8a710b6a9f2c872ef2df"")",2425,Osasuna,Vallecano,2024-09-16T00:00:00.000Z,16/09/2024,H,3,1,0.0,1.0,17.0,5.0,6.0,2.0,7.0,4.0,12.0,15.0,3.0,2.0,0.0,0.0,SP1,3,0,15.0,10.0,1.0,0.0,0.0,0.0,15.0,0.0,4.0,7.0,25,22,47,15,30,45,24,14,10
"ObjectId(""682b8a710b6a9f2c872ef2e0"")",2425,Osasuna,Ath Madrid,2025-01-12T00:00:00.000Z,12/01/2025,H,1,0,0.0,0.0,9.0,6.0,5.0,1.0,4.0,0.0,8.0,14.0,2.0,0.0,0.0,0.0,SP1,3,0,10.0,0.0,12.0,4.0,15.0,6.0,80.0,60.0,15.0,4.0,43,7,50,15,30,45,38,14,24
"ObjectId(""682b8a710b6a9f2c872ef348"")",2425,Real Madrid,Osasuna,2025-02-15T00:00:00.000Z,15/02/2025,D,1,1,0.0,1.0,11.0,17.0,4.0,6.0,6.0,2.0,16.0,7.0,3.0,1.0,0.0,1.0,SP1,1,1,15.0,30.0,8.0,11.0,6.0,10.0,80.0,75.0,6.0,10.0,33,15,48,32,17,49,31,31,0
"ObjectId(""682b8a710b6a9f2c872ef34a"")",2425,Real Madrid,Getafe,2025-04-23T00:00:00.000Z,23/04/2025,A,0,1,0.0,1.0,20.0,14.0,6.0,7.0,4.0,4.0,15.0,7.0,3.0,1.0,0.0,0.0,SP1,0,3,15.0,5.0,5.0,5.0,4.0,7.0,120.0,100.0,6.0,12.0,19,28,47,32,17,49,14,31,-17
"ObjectId(""682b8a710b6a9f2c872ef34c"")",2425,Real Madrid,Alaves,2025-04-13T00:00:00.000Z,13/04/2025,A,0,1,0.0,1.0,13.0,11.0,6.0,4.0,4.0,4.0,21.0,12.0,4.0,4.0,1.0,1.0,SP1,0,3,45.0,45.0,2.0,7.0,4.0,7.0,110.0,70.0,8.0,9.0,23,26,49,32,17,49,13,31,-18
"ObjectId(""682b8a710b6a9f2c872ef34e"")",2425,Real Madrid,Betis,2025-03-01T00:00:00.000Z,01/03/2025,H,2,1,1.0,1.0,18.0,9.0,3.0,2.0,9.0,2.0,17.0,12.0,3.0,4.0,0.0,0.0,SP1,3,0,15.0,20.0,9.0,9.0,6.0,8.0,65.0,95.0,10.0,8.0,33,15,48,32,17,49,31,31,0
"ObjectId(""682b8a710b6a9f2c872ef352"")",2425,Real Madrid,Celta,2024-10-19T00:00:00.000Z,19/10/2024,A,1,2,0.0,1.0,13.0,10.0,5.0,3.0,6.0,2.0,16.0,13.0,2.0,1.0,0.0,0.0,SP1,0,3,10.0,5.0,9.0,5.0,10.0,6.0,60.0,45.0,7.0,13.0,36,15,51,32,17,49,31,31,0
"ObjectId(""682b8a710b6a9f2c872ef354"")",2425,Real Madrid,Sociedad,2024-09-14T00:00:00.000Z,14/09/2024,A,0,2,0.0,0.0,11.0,16.0,2.0,7.0,6.0,6.0,12.0,9.0,4.0,1.0,0.0,0.0,SP1,0,3,20.0,5.0,2.0,2.0,0.0,2.0,55.0,35.0,4.0,8.0,24,27,51,32,17,49,17,31,-14
"ObjectId(""682b8a710b6a9f2c872ef356"")",2425,Real Madrid,Espanol,2025-02-01T00:00:00.000Z,01/02/2025,H,1,0,0.0,0.0,5.0,21.0,2.0,7.0,1.0,8.0,14.0,3.0,2.0,0.0,0.0,0.0,SP1,3,0,10.0,0.0,7.0,12.0,9.0,10.0,50.0,90.0,6.0,13.0,27,21,48,32,17,49,21,31,-10
"ObjectId(""682b8a710b6a9f2c872ef359"")",2425,Real Madrid,Valencia,2025-01-03T00:00:00.000Z,03/01/2025,A,1,2,1.0,0.0,8.0,17.0,5.0,5.0,2.0,5.0,16.0,9.0,2.0,3.0,0.0,1.0,SP1,0,3,10.0,40.0,8.0,12.0,5.0,10.0,95.0,40.0,2.0,10.0,31,19,50,32,17,49,26,31,-5
"ObjectId(""682b8a710b6a9f2c872ef35a"")",2425,Real Madrid,Girona,2024-12-07T00:00:00.000Z,07/12/2024,A,0,3,0.0,1.0,10.0,10.0,4.0,7.0,6.0,3.0,6.0,7.0,3.0,2.0,0.0,0.0,SP1,0,3,15.0,10.0,10.0,9.0,10.0,10.0,55.0,30.0,10.0,9.0,24,27,51,32,17,49,27,31,-4
"ObjectId(""682b8a710b6a9f2c872ef35b"")",2425,Real Madrid,Leganes,2024-11-24T00:00:00.000Z,24/11/2024,A,0,3,0.0,1.0,4.0,16.0,0.0,9.0,2.0,4.0,17.0,11.0,2.0,0.0,0.0,0.0,SP1,0,3,10.0,0.0,4.0,7.0,7.0,9.0,50.0,50.0,7.0,10.0,22,28,50,32,17,49,20,31,-11
"ObjectId(""682b8a710b6a9f2c872ef35c"")",2425,Real Madrid,Ath Bilbao,2024-12-04T00:00:00.000Z,04/12/2024,H,2,1,0.0,0.0,9.0,10.0,3.0,5.0,5.0,2.0,21.0,9.0,3.0,3.0,0.0,0.0,SP1,3,0,15.0,15.0,10.0,9.0,11.0,11.0,65.0,25.0,9.0,12.0,39,9,48,32,17,49,32,31,1
"ObjectId(""682b8a710b6a9f2c872ef35d"")",2425,Real Madrid,Barcelona,2025-05-11T00:00:00.000Z,11/05/2025,H,4,3,4.0,2.0,23.0,9.0,9.0,5.0,10.0,2.0,17.0,15.0,4.0,3.0,0.0,0.0,SP1,3,0,20.0,15.0,13.0,6.0,13.0,10.0,25.0,105.0,13.0,12.0,43,10,53,32,17,49,50,31,19
"ObjectId(""682b8a710b6a9f2c872ef35e"")",2425,Real Madrid,Valladolid,2025-01-25T00:00:00.000Z,25/01/2025,A,0,3,0.0,1.0,6.0,20.0,2.0,4.0,1.0,7.0,11.0,12.0,3.0,3.0,1.0,0.0,SP1,0,3,40.0,15.0,4.0,12.0,7.0,10.0,100.0,75.0,6.0,13.0,13,37,50,32,17,49,11,31,-20
"ObjectId(""682b8a710b6a9f2c872ef35f"")",2425,Real Madrid,Villarreal,2025-03-15T00:00:00.000Z,15/03/2025,A,1,2,1.0,2.0,23.0,9.0,10.0,5.0,11.0,4.0,17.0,3.0,2.0,1.0,0.0,0.0,SP1,0,3,10.0,5.0,12.0,7.0,8.0,7.0,80.0,105.0,10.0,8.0,31,16,47,32,17,49,39,31,8
"ObjectId(""682b8a710b6a9f2c872ef361"")",2425,Real Madrid,Las Palmas,2024-08-29T00:00:00.000Z,29/08/2024,D,1,1,1.0,0.0,7.0,25.0,3.0,8.0,2.0,6.0,16.0,13.0,0.0,2.0,0.0,0.0,SP1,1,1,0.0,10.0,2.0,1.0,1.0,1.0,0.0,25.0,1.0,4.0,17,32,49,32,17,49,21,31,-10
"ObjectId(""682b8a710b6a9f2c872ef362"")",2425,Real Madrid,Vallecano,2024-12-14T00:00:00.000Z,14/12/2024,D,3,3,2.0,2.0,14.0,13.0,5.0,6.0,4.0,3.0,18.0,8.0,4.0,2.0,0.0,0.0,SP1,1,1,20.0,10.0,5.0,10.0,5.0,10.0,65.0,35.0,6.0,12.0,25,22,47,32,17,49,24,31,-7
"ObjectId(""682b8a710b6a9f2c872ef364"")",2425,Real Madrid,Ath Madrid,2024-09-29T00:00:00.000Z,29/09/2024,D,1,1,0.0,0.0,12.0,12.0,4.0,4.0,5.0,5.0,11.0,11.0,3.0,1.0,1.0,0.0,SP1,1,1,40.0,5.0,6.0,4.0,7.0,5.0,10.0,40.0,11.0,13.0,43,7,50,32,17,49,38,31,7
"ObjectId(""682b8a710b6a9f2c872ef2fe"")",2425,Leverkusen,Dortmund,2025-01-10T00:00:00.000Z,10/01/2025,A,2,3,1.0,3.0,12.0,7.0,5.0,5.0,6.0,1.0,8.0,6.0,1.0,2.0,0.0,0.0,D1,0,3,5.0,10.0,10.0,8.0,11.0,9.0,65.0,35.0,9.0,15.0,24,9,33,23,5,28,31,22,9
"ObjectId(""682b8a710b6a9f2c872ef2ff"")",2425,Leverkusen,Bochum,2024-11-09T00:00:00.000Z,09/11/2024,D,1,1,0.0,1.0,15.0,11.0,3.0,3.0,6.0,4.0,10.0,9.0,0.0,1.0,0.0,0.0,D1,1,1,0.0,5.0,3.0,10.0,1.0,8.0,35.0,30.0,0.0,7.0,12,18,30,23,5,28,12,22,-10
"ObjectId(""682b8a710b6a9f2c872ef301"")",2425,Leverkusen,Bayern Munich,2024-09-28T00:00:00.000Z,28/09/2024,D,1,1,1.0,1.0,18.0,3.0,3.0,3.0,6.0,1.0,11.0,15.0,1.0,3.0,0.0,0.0,D1,1,1,5.0,15.0,2.0,7.0,3.0,6.0,5.0,10.0,12.0,9.0,34,1,35,23,5,28,41,22,19
"ObjectId(""682b8a710b6a9f2c872ef302"")",2425,Leverkusen,RB Leipzig,2025-01-25T00:00:00.000Z,25/01/2025,D,2,2,1.0,2.0,8.0,13.0,4.0,7.0,7.0,3.0,12.0,6.0,0.0,0.0,0.0,0.0,D1,1,1,0.0,0.0,10.0,10.0,10.0,11.0,45.0,30.0,7.0,15.0,22,7,29,23,5,28,21,22,-1
"ObjectId(""682b8a710b6a9f2c872ef304"")",2425,Leverkusen,Werder Bremen,2024-10-26T00:00:00.000Z,26/10/2024,D,2,2,0.0,1.0,13.0,15.0,8.0,6.0,3.0,5.0,9.0,11.0,1.0,1.0,0.0,0.0,D1,1,1,5.0,5.0,0.0,8.0,1.0,7.0,15.0,25.0,9.0,11.0,13,16,29,23,5,28,15,22,-7
"ObjectId(""682b8a710b6a9f2c872ef305"")",2425,Leverkusen,Union Berlin,2024-11-30T00:00:00.000Z,30/11/2024,A,1,2,1.0,1.0,8.0,8.0,2.0,3.0,1.0,3.0,18.0,11.0,4.0,2.0,0.0,0.0,D1,0,3,20.0,10.0,6.0,11.0,11.0,9.0,85.0,35.0,5.0,9.0,15,15,30,23,5,28,10,22,-12
"ObjectId(""682b8a710b6a9f2c872ef307"")",2425,Leverkusen,Hoffenheim,2024-09-14T00:00:00.000Z,14/09/2024,A,1,4,1.0,2.0,14.0,20.0,5.0,8.0,4.0,12.0,9.0,10.0,2.0,2.0,0.0,0.0,D1,0,3,10.0,10.0,3.0,3.0,3.0,3.0,10.0,0.0,3.0,3.0,12,21,33,23,5,28,19,22,-3
"ObjectId(""682b8a710b6a9f2c872ef308"")",2425,Leverkusen,Holstein Kiel,2025-02-22T00:00:00.000Z,22/02/2025,A,0,2,0.0,2.0,4.0,18.0,3.0,8.0,5.0,11.0,11.0,10.0,4.0,1.0,0.0,0.0,D1,0,3,20.0,5.0,12.0,9.0,7.0,11.0,75.0,35.0,2.0,9.0,10,25,35,23,5,28,16,22,-6
"ObjectId(""682b8a710b6a9f2c872ef30a"")",2425,Leverkusen,Wolfsburg,2025-02-08T00:00:00.000Z,08/02/2025,D,0,0,0.0,0.0,13.0,15.0,8.0,1.0,3.0,9.0,7.0,8.0,2.0,3.0,0.0,0.0,D1,1,1,10.0,15.0,13.0,10.0,10.0,11.0,50.0,25.0,8.0,13.0,14,17,31,23,5,28,22,22,0
"ObjectId(""682b8a710b6a9f2c872ef30d"")",2425,Leverkusen,Augsburg,2024-12-14T00:00:00.000Z,14/12/2024,A,0,2,0.0,2.0,8.0,14.0,4.0,3.0,4.0,9.0,12.0,5.0,3.0,0.0,0.0,0.0,D1,0,3,15.0,0.0,7.0,10.0,10.0,9.0,90.0,45.0,6.0,11.0,18,12,30,23,5,28,14,22,-8
"ObjectId(""682b8a710b6a9f2c872ef2b2"")",2425,Brentford,Newcastle,2025-04-02T00:00:00.000Z,02/04/2025,H,2,1,1.0,0.0,21.0,12.0,4.0,3.0,4.0,5.0,12.0,12.0,1.0,1.0,0.0,0.0,E0,3,0,5.0,5.0,12.0,14.0,9.0,15.0,40.0,15.0,6.0,10.0,38,14,52,24,27,51,40,25,15
"ObjectId(""682b8a710b6a9f2c872ef2b7"")",2425,Brentford,Man City,2024-09-14T00:00:00.000Z,14/09/2024,H,2,1,2.0,1.0,18.0,8.0,7.0,5.0,12.0,3.0,9.0,3.0,3.0,1.0,0.0,0.0,E0,3,0,15.0,5.0,4.0,0.0,3.0,0.0,10.0,15.0,9.0,6.0,39,12,51,24,27,51,40,25,15
"ObjectId(""682b8a710b6a9f2c872ef2b9"")",2425,Brentford,Arsenal,2025-04-12T00:00:00.000Z,12/04/2025,D,1,1,0.0,0.0,14.0,3.0,3.0,2.0,13.0,5.0,7.0,9.0,1.0,3.0,0.0,0.0,E0,1,1,5.0,15.0,10.0,10.0,10.0,12.0,70.0,20.0,9.0,5.0,36,12,48,24,27,51,34,25,9
"ObjectId(""682b8a710b6a9f2c872ef2bb"")",2425,Brentford,Brighton,2024-12-27T00:00:00.000Z,27/12/2024,D,0,0,0.0,0.0,24.0,8.0,7.0,3.0,5.0,3.0,6.0,12.0,0.0,2.0,0.0,0.0,E0,1,1,0.0,10.0,9.0,4.0,8.0,1.0,55.0,60.0,3.0,6.0,29,17,46,24,27,51,27,25,2
"ObjectId(""682b8a710b6a9f2c872ef2bd"")",2425,Brentford,West Ham,2025-02-15T00:00:00.000Z,15/02/2025,A,0,1,0.0,1.0,13.0,14.0,3.0,5.0,9.0,2.0,10.0,13.0,1.0,1.0,0.0,0.0,E0,0,3,5.0,5.0,6.0,9.0,7.0,7.0,80.0,40.0,4.0,7.0,20,29,49,24,27,51,22,25,-3
