_id,Season,AwayTeam,HomeTeam,MatchDate,Date,FTR,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,League,HomeResultScore,AwayResultScore,HDI,ADI,HGL5,AGL5,HTHF5,ATAF5,HDIL5,ADIL5,HTFL5,ATFL5,HT_PTS_HOME,HT_PTS_AWAY,HTSP,AT_PTS_AWAY,AT_PTS_HOME,ATSP,HTASG,ATASG,SGD
"ObjectId(""682b8a710b6a9f2c872ef458"")",2425,Wolves,Liverpool,2025-02-16T00:00:00.000Z,16/02/2025,H,2,1,2.0,0.0,10.0,16.0,3.0,4.0,4.0,3.0,15.0,13.0,2.0,2.0,0.0,0.0,E0,3,0,10.0,10.0,13.0,7.0,11.0,4.0,70.0,50.0,11.0,3.0,45,6,51,21,30,51,41,25,16
"ObjectId(""682b8a710b6a9f2c872ef459"")",2425,Wolves,Brentford,2024-10-05T00:00:00.000Z,05/10/2024,H,5,3,4.0,2.0,19.0,17.0,12.0,6.0,10.0,3.0,9.0,10.0,2.0,3.0,0.0,0.0,E0,3,0,10.0,15.0,6.0,2.0,7.0,1.0,25.0,60.0,4.0,1.0,31,19,50,21,30,51,38,25,13
"ObjectId(""682b8a710b6a9f2c872ef45a"")",2425,Wolves,Man City,2025-05-02T00:00:00.000Z,02/05/2025,H,1,0,1.0,0.0,9.0,6.0,2.0,1.0,4.0,5.0,7.0,11.0,0.0,0.0,0.0,0.0,E0,3,0,0.0,0.0,11.0,7.0,10.0,12.0,40.0,50.0,13.0,15.0,39,12,51,21,30,51,40,25,15
"ObjectId(""682b8a710b6a9f2c872ef45c"")",2425,Wolves,Brighton,2024-10-26T00:00:00.000Z,26/10/2024,D,2,2,1.0,0.0,19.0,14.0,6.0,7.0,9.0,6.0,12.0,10.0,3.0,3.0,0.0,0.0,E0,1,1,15.0,15.0,7.0,5.0,8.0,1.0,50.0,75.0,8.0,0.0,29,17,46,21,30,51,27,25,2
"ObjectId(""682b8a710b6a9f2c872ef45d"")",2425,Wolves,West Ham,2024-12-09T00:00:00.000Z,09/12/2024,H,2,1,0.0,0.0,19.0,19.0,4.0,5.0,11.0,0.0,12.0,17.0,5.0,4.0,0.0,0.0,E0,3,0,25.0,20.0,8.0,10.0,7.0,4.0,75.0,60.0,4.0,7.0,20,29,49,21,30,51,22,25,-3
"ObjectId(""682b8a710b6a9f2c872ef45e"")",2425,Wolves,Chelsea,2025-01-20T00:00:00.000Z,20/01/2025,H,3,1,1.0,1.0,19.0,9.0,7.0,4.0,3.0,6.0,8.0,14.0,4.0,2.0,0.0,0.0,E0,3,0,20.0,10.0,9.0,6.0,8.0,4.0,70.0,40.0,3.0,7.0,38,11,49,21,30,51,34,25,9
"ObjectId(""682b8a710b6a9f2c872ef45f"")",2425,Wolves,Ipswich,2025-04-05T00:00:00.000Z,05/04/2025,A,1,2,1.0,0.0,6.0,22.0,2.0,7.0,4.0,8.0,12.0,16.0,2.0,2.0,0.0,0.0,E0,0,3,10.0,10.0,4.0,5.0,0.0,6.0,25.0,45.0,3.0,10.0,7,40,47,21,30,51,13,25,-12
"ObjectId(""682b8a710b6a9f2c872ef460"")",2425,Wolves,Aston Villa,2024-09-21T00:00:00.000Z,21/09/2024,H,3,1,0.0,1.0,9.0,10.0,4.0,4.0,6.0,5.0,11.0,16.0,3.0,6.0,0.0,0.0,E0,3,0,15.0,30.0,3.0,1.0,3.0,1.0,10.0,30.0,9.0,1.0,37,10,47,21,30,51,32,25,7
"ObjectId(""682b8a710b6a9f2c872ef461"")",2425,Wolves,Fulham,2024-11-23T00:00:00.000Z,23/11/2024,A,1,4,1.0,1.0,10.0,10.0,3.0,5.0,7.0,2.0,14.0,14.0,3.0,0.0,0.0,0.0,E0,0,3,15.0,0.0,9.0,7.0,10.0,2.0,100.0,90.0,7.0,5.0,26,23,49,21,30,51,27,25,2
"ObjectId(""682b8a710b6a9f2c872ef462"")",2425,Wolves,Everton,2024-12-04T00:00:00.000Z,04/12/2024,H,4,0,2.0,0.0,13.0,6.0,4.0,2.0,3.0,4.0,10.0,8.0,2.0,0.0,0.0,0.0,E0,3,0,10.0,0.0,5.0,11.0,6.0,5.0,30.0,80.0,3.0,8.0,21,24,45,21,30,51,24,25,-1
"ObjectId(""682b8a710b6a9f2c872ef463"")",2425,Wolves,Southampton,2025-03-15T00:00:00.000Z,15/03/2025,A,1,2,0.0,1.0,10.0,5.0,3.0,3.0,5.0,1.0,12.0,13.0,0.0,0.0,0.0,0.0,E0,0,3,0.0,0.0,2.0,5.0,0.0,4.0,35.0,55.0,3.0,7.0,6,45,51,21,30,51,12,25,-13
"ObjectId(""682b8a710b6a9f2c872ef464"")",2425,Wolves,Leicester,2024-12-22T00:00:00.000Z,22/12/2024,A,0,3,0.0,3.0,9.0,8.0,5.0,4.0,6.0,1.0,15.0,16.0,2.0,0.0,0.0,0.0,E0,0,3,10.0,0.0,8.0,10.0,7.0,4.0,80.0,50.0,4.0,3.0,12,39,51,21,30,51,13,25,-12
"ObjectId(""682b8a710b6a9f2c872ef465"")",2425,Wolves,Man United,2025-04-20T00:00:00.000Z,20/04/2025,A,0,1,0.0,0.0,12.0,4.0,2.0,2.0,9.0,2.0,11.0,18.0,2.0,3.0,0.0,0.0,E0,0,3,10.0,15.0,5.0,7.0,5.0,9.0,90.0,45.0,5.0,13.0,18,30,48,21,30,51,20,25,-5
"ObjectId(""682b8a710b6a9f2c872ef466"")",2425,Wolves,Tottenham,2024-12-29T00:00:00.000Z,29/12/2024,D,2,2,2.0,1.0,13.0,11.0,3.0,3.0,5.0,5.0,9.0,10.0,1.0,2.0,0.0,0.0,E0,1,1,5.0,10.0,12.0,10.0,4.0,7.0,30.0,35.0,3.0,6.0,21,30,51,21,30,51,34,25,9
"ObjectId(""682b8a710b6a9f2c872ef467"")",2425,Wolves,Bournemouth,2025-02-22T00:00:00.000Z,22/02/2025,A,0,1,0.0,1.0,8.0,13.0,3.0,5.0,6.0,7.0,17.0,9.0,3.0,3.0,1.0,0.0,E0,0,3,40.0,15.0,7.0,7.0,8.0,4.0,40.0,40.0,10.0,3.0,25,25,50,21,30,51,21,25,-4
"ObjectId(""682b8a710b6a9f2c872ef468"")",2425,Wolves,Nott'm Forest,2024-08-31T00:00:00.000Z,31/08/2024,D,1,1,1.0,1.0,16.0,11.0,5.0,3.0,7.0,3.0,15.0,18.0,3.0,4.0,0.0,0.0,E0,1,1,15.0,20.0,1.0,0.0,1.0,0.0,5.0,10.0,4.0,0.0,32,17,49,21,30,51,26,25,1
"ObjectId(""682b8a710b6a9f2c872ef434"")",2425,RB Leipzig,St Pauli,2024-09-22T00:00:00.000Z,22/09/2024,D,0,0,0.0,0.0,15.0,10.0,4.0,5.0,3.0,1.0,6.0,9.0,2.0,1.0,0.0,0.0,D1,1,1,10.0,5.0,0.0,3.0,0.0,3.0,10.0,5.0,0.0,7.0,9,21,30,16,16,32,7,17,-10
"ObjectId(""682b8a710b6a9f2c872ef435"")",2425,RB Leipzig,Mainz,2024-10-19T00:00:00.000Z,19/10/2024,A,0,2,0.0,2.0,16.0,11.0,2.0,5.0,5.0,3.0,12.0,15.0,1.0,3.0,0.0,0.0,D1,0,3,5.0,15.0,2.0,4.0,1.0,7.0,65.0,20.0,7.0,11.0,21,12,33,16,16,32,16,17,-1
"ObjectId(""682b8a710b6a9f2c872ef436"")",2425,RB Leipzig,Heidenheim,2024-10-06T00:00:00.000Z,06/10/2024,A,0,1,0.0,0.0,15.0,12.0,4.0,2.0,3.0,2.0,12.0,13.0,2.0,2.0,0.0,0.0,D1,0,3,10.0,10.0,4.0,3.0,3.0,4.0,5.0,10.0,9.0,11.0,7,25,32,16,16,32,9,17,-8
"ObjectId(""682b8a710b6a9f2c872ef437"")",2425,RB Leipzig,Dortmund,2024-11-02T00:00:00.000Z,02/11/2024,H,2,1,1.0,1.0,19.0,7.0,7.0,3.0,4.0,0.0,11.0,12.0,3.0,4.0,0.0,0.0,D1,3,0,15.0,20.0,12.0,6.0,12.0,10.0,30.0,35.0,6.0,13.0,24,9,33,16,16,32,31,17,14
"ObjectId(""682b8a710b6a9f2c872ef438"")",2425,RB Leipzig,Bochum,2025-01-18T00:00:00.000Z,18/01/2025,D,3,3,0.0,3.0,14.0,11.0,3.0,3.0,6.0,3.0,14.0,7.0,4.0,0.0,0.0,0.0,D1,1,1,20.0,0.0,4.0,8.0,7.0,3.0,25.0,135.0,9.0,9.0,12,18,30,16,16,32,12,17,-5
"ObjectId(""682b8a710b6a9f2c872ef439"")",2425,RB Leipzig,Bayern Munich,2024-12-20T00:00:00.000Z,20/12/2024,H,5,1,3.0,1.0,22.0,4.0,9.0,1.0,8.0,1.0,9.0,10.0,5.0,2.0,0.0,0.0,D1,3,0,25.0,10.0,15.0,9.0,13.0,9.0,10.0,65.0,10.0,7.0,34,1,35,16,16,32,41,17,24
"ObjectId(""682b8a710b6a9f2c872ef43a"")",2425,RB Leipzig,Union Berlin,2025-02-01T00:00:00.000Z,01/02/2025,D,0,0,0.0,0.0,21.0,6.0,6.0,2.0,4.0,5.0,5.0,12.0,3.0,2.0,0.0,0.0,D1,1,1,15.0,10.0,3.0,10.0,4.0,4.0,45.0,115.0,3.0,5.0,15,15,30,16,16,32,10,17,-7
"ObjectId(""682b8a710b6a9f2c872ef43b"")",2425,RB Leipzig,Hoffenheim,2024-11-23T00:00:00.000Z,23/11/2024,H,4,3,1.0,2.0,20.0,14.0,7.0,6.0,4.0,3.0,14.0,12.0,2.0,1.0,0.0,0.0,D1,3,0,10.0,5.0,10.0,7.0,6.0,10.0,65.0,55.0,6.0,10.0,12,21,33,16,16,32,19,17,2
"ObjectId(""682b8a710b6a9f2c872ef43c"")",2425,RB Leipzig,Stuttgart,2025-01-15T00:00:00.000Z,15/01/2025,H,2,1,0.0,1.0,14.0,6.0,6.0,3.0,5.0,0.0,10.0,19.0,2.0,7.0,0.0,2.0,D1,3,0,10.0,85.0,9.0,9.0,9.0,6.0,75.0,65.0,10.0,9.0,20,17,37,16,16,32,27,17,10
"ObjectId(""682b8a710b6a9f2c872ef43d"")",2425,RB Leipzig,Holstein Kiel,2024-12-07T00:00:00.000Z,07/12/2024,A,0,2,0.0,1.0,17.0,9.0,5.0,5.0,6.0,1.0,11.0,13.0,4.0,3.0,0.0,0.0,D1,0,3,20.0,15.0,4.0,7.0,3.0,7.0,40.0,55.0,3.0,4.0,10,25,35,16,16,32,16,17,-1
"ObjectId(""682b8a710b6a9f2c872ef43e"")",2425,RB Leipzig,Augsburg,2025-02-14T00:00:00.000Z,14/02/2025,D,0,0,0.0,0.0,11.0,14.0,2.0,4.0,8.0,9.0,12.0,12.0,2.0,1.0,0.0,0.0,D1,1,1,10.0,5.0,3.0,7.0,7.0,5.0,70.0,120.0,11.0,6.0,18,12,30,16,16,32,14,17,-3
"ObjectId(""682b8a710b6a9f2c872ef43f"")",2425,Werder Bremen,St Pauli,2024-12-14T00:00:00.000Z,14/12/2024,A,0,2,0.0,1.0,15.0,8.0,4.0,4.0,4.0,5.0,10.0,9.0,2.0,3.0,0.0,0.0,D1,0,3,10.0,15.0,3.0,10.0,5.0,9.0,30.0,80.0,6.0,7.0,9,21,30,17,17,34,7,20,-13
"ObjectId(""682b8a710b6a9f2c872ef440"")",2425,Werder Bremen,Mainz,2024-09-15T00:00:00.000Z,15/09/2024,A,1,2,1.0,1.0,11.0,11.0,5.0,5.0,10.0,4.0,12.0,7.0,3.0,1.0,0.0,1.0,D1,0,3,15.0,30.0,1.0,2.0,1.0,1.0,5.0,5.0,2.0,2.0,21,12,33,17,17,34,16,20,-4
"ObjectId(""682b8a710b6a9f2c872ef441"")",2425,Werder Bremen,Dortmund,2025-01-25T00:00:00.000Z,25/01/2025,D,2,2,1.0,0.0,8.0,13.0,4.0,4.0,5.0,5.0,11.0,15.0,1.0,4.0,1.0,0.0,D1,1,1,30.0,20.0,10.0,6.0,8.0,6.0,60.0,80.0,4.0,7.0,24,9,33,17,17,34,31,20,11
"ObjectId(""682b8a710b6a9f2c872ef442"")",2425,Werder Bremen,Bochum,2024-12-07T00:00:00.000Z,07/12/2024,A,0,1,0.0,0.0,12.0,9.0,2.0,1.0,9.0,5.0,12.0,10.0,1.0,1.0,0.0,0.0,D1,0,3,5.0,5.0,4.0,11.0,2.0,9.0,35.0,105.0,1.0,5.0,12,18,30,17,17,34,12,20,-8
"ObjectId(""682b8a710b6a9f2c872ef443"")",2425,Werder Bremen,Ein Frankfurt,2024-11-23T00:00:00.000Z,23/11/2024,H,1,0,1.0,0.0,15.0,8.0,5.0,1.0,5.0,6.0,15.0,9.0,2.0,2.0,0.0,0.0,D1,3,0,10.0,10.0,15.0,13.0,10.0,10.0,15.0,100.0,8.0,7.0,24,6,30,17,17,34,29,20,9
"ObjectId(""682b8a710b6a9f2c872ef444"")",2425,Werder Bremen,Bayern Munich,2025-02-07T00:00:00.000Z,07/02/2025,H,3,0,0.0,0.0,21.0,2.0,12.0,0.0,5.0,2.0,9.0,8.0,1.0,3.0,0.0,0.0,D1,3,0,5.0,15.0,21.0,7.0,15.0,7.0,50.0,55.0,15.0,5.0,34,1,35,17,17,34,41,20,21
"ObjectId(""682b8a710b6a9f2c872ef445"")",2425,Werder Bremen,RB Leipzig,2025-01-12T00:00:00.000Z,12/01/2025,H,4,2,2.0,1.0,18.0,7.0,7.0,2.0,4.0,1.0,7.0,12.0,1.0,1.0,0.0,0.0,D1,3,0,5.0,5.0,10.0,8.0,10.0,9.0,45.0,80.0,6.0,10.0,22,7,29,17,17,34,21,20,1
"ObjectId(""682b8a710b6a9f2c872ef446"")",2425,Werder Bremen,Hoffenheim,2024-09-29T00:00:00.000Z,29/09/2024,A,3,4,3.0,3.0,10.0,18.0,5.0,10.0,2.0,6.0,12.0,19.0,3.0,3.0,1.0,0.0,D1,0,3,40.0,15.0,4.0,4.0,3.0,4.0,20.0,35.0,3.0,5.0,12,21,33,17,17,34,19,20,-1
"ObjectId(""682b8a710b6a9f2c872ef447"")",2425,Werder Bremen,Wolfsburg,2024-10-20T00:00:00.000Z,20/10/2024,A,2,4,1.0,1.0,14.0,15.0,6.0,7.0,4.0,4.0,15.0,9.0,1.0,1.0,1.0,0.0,D1,0,3,30.0,5.0,5.0,8.0,1.0,7.0,40.0,50.0,7.0,7.0,14,17,31,17,17,34,22,20,2
"ObjectId(""682b8a710b6a9f2c872ef448"")",2425,Werder Bremen,M'gladbach,2024-11-03T00:00:00.000Z,03/11/2024,H,4,1,3.0,0.0,16.0,15.0,8.0,5.0,7.0,7.0,12.0,10.0,1.0,4.0,0.0,1.0,D1,3,0,5.0,45.0,7.0,12.0,6.0,10.0,45.0,55.0,7.0,7.0,20,14,34,17,17,34,22,20,2
"ObjectId(""682b8a710b6a9f2c872ef44a"")",2425,Werder Bremen,Freiburg,2025-02-21T00:00:00.000Z,21/02/2025,H,5,0,2.0,0.0,13.0,9.0,8.0,3.0,3.0,7.0,14.0,8.0,3.0,0.0,0.0,0.0,D1,3,0,15.0,0.0,11.0,7.0,12.0,7.0,70.0,60.0,9.0,4.0,25,7,32,17,17,34,24,20,4
"ObjectId(""682b8a710b6a9f2c872ef47b"")",2425,Union Berlin,St Pauli,2025-01-26T00:00:00.000Z,26/01/2025,H,3,0,1.0,0.0,16.0,14.0,5.0,2.0,5.0,7.0,6.0,15.0,0.0,3.0,0.0,0.0,D1,3,0,0.0,15.0,3.0,3.0,4.0,0.0,30.0,90.0,6.0,3.0,9,21,30,8,26,34,7,10,-3
"ObjectId(""682b8a710b6a9f2c872ef47d"")",2425,Union Berlin,Heidenheim,2025-01-11T00:00:00.000Z,11/01/2025,H,2,0,1.0,0.0,16.0,10.0,9.0,6.0,5.0,4.0,8.0,10.0,0.0,1.0,0.0,1.0,D1,3,0,0.0,30.0,2.0,5.0,1.0,3.0,40.0,65.0,0.0,0.0,7,25,32,8,26,34,9,10,-1
"ObjectId(""682b8a710b6a9f2c872ef47e"")",2425,Union Berlin,Dortmund,2025-02-22T00:00:00.000Z,22/02/2025,H,6,0,2.0,0.0,24.0,6.0,8.0,1.0,5.0,3.0,10.0,11.0,2.0,2.0,0.0,0.0,D1,3,0,10.0,10.0,7.0,7.0,3.0,3.0,120.0,90.0,4.0,7.0,24,9,33,8,26,34,31,10,21
"ObjectId(""682b8a710b6a9f2c872ef47f"")",2425,Union Berlin,Bayern Munich,2024-11-02T00:00:00.000Z,02/11/2024,H,3,0,2.0,0.0,16.0,8.0,7.0,1.0,7.0,4.0,2.0,9.0,0.0,2.0,0.0,0.0,D1,3,0,0.0,10.0,7.0,3.0,7.0,5.0,10.0,40.0,11.0,10.0,34,1,35,8,26,34,41,10,31
"ObjectId(""682b8a710b6a9f2c872ef480"")",2425,Union Berlin,RB Leipzig,2024-09-14T00:00:00.000Z,14/09/2024,D,0,0,0.0,0.0,16.0,11.0,3.0,3.0,6.0,5.0,9.0,19.0,2.0,3.0,0.0,0.0,D1,1,1,10.0,15.0,1.0,1.0,3.0,1.0,30.0,15.0,6.0,4.0,22,7,29,8,26,34,21,10,11
"ObjectId(""682b8a710b6a9f2c872ef481"")",2425,Union Berlin,Werder Bremen,2024-12-21T00:00:00.000Z,21/12/2024,H,4,1,3.0,1.0,11.0,16.0,6.0,4.0,4.0,9.0,9.0,12.0,2.0,2.0,0.0,0.0,D1,3,0,10.0,10.0,6.0,4.0,5.0,3.0,30.0,60.0,10.0,1.0,13,16,29,8,26,34,15,10,5
"ObjectId(""682b8a710b6a9f2c872ef482"")",2425,Union Berlin,Hoffenheim,2025-02-08T00:00:00.000Z,08/02/2025,A,0,4,0.0,1.0,16.0,22.0,4.0,7.0,8.0,4.0,9.0,16.0,2.0,1.0,0.0,0.0,D1,0,3,10.0,5.0,8.0,3.0,5.0,0.0,35.0,95.0,4.0,4.0,12,21,33,8,26,34,19,10,9
"ObjectId(""682b8a710b6a9f2c872ef483"")",2425,Union Berlin,Stuttgart,2024-12-06T00:00:00.000Z,06/12/2024,H,3,2,0.0,1.0,7.0,14.0,5.0,3.0,1.0,6.0,14.0,19.0,1.0,6.0,0.0,0.0,D1,3,0,5.0,30.0,12.0,2.0,10.0,4.0,70.0,45.0,8.0,2.0,20,17,37,8,26,34,27,10,17
"ObjectId(""682b8a710b6a9f2c872ef484"")",2425,Union Berlin,Holstein Kiel,2024-10-20T00:00:00.000Z,20/10/2024,A,0,2,0.0,1.0,12.0,14.0,5.0,4.0,7.0,3.0,8.0,11.0,2.0,1.0,0.0,0.0,D1,0,3,10.0,5.0,3.0,1.0,0.0,2.0,25.0,35.0,2.0,10.0,10,25,35,8,26,34,16,10,6
"ObjectId(""682b8a710b6a9f2c872ef485"")",2425,Union Berlin,Wolfsburg,2024-11-23T00:00:00.000Z,23/11/2024,H,1,0,0.0,0.0,10.0,11.0,5.0,4.0,8.0,5.0,7.0,15.0,1.0,2.0,0.0,0.0,D1,3,0,5.0,10.0,8.0,3.0,2.0,5.0,75.0,50.0,8.0,8.0,14,17,31,8,26,34,22,10,12
"ObjectId(""682b8a710b6a9f2c872ef486"")",2425,Union Berlin,M'gladbach,2024-09-28T00:00:00.000Z,28/09/2024,H,1,0,0.0,0.0,8.0,9.0,3.0,3.0,2.0,4.0,10.0,12.0,3.0,1.0,0.0,0.0,D1,3,0,15.0,5.0,3.0,1.0,0.0,2.0,15.0,30.0,3.0,8.0,20,14,34,8,26,34,22,10,12
"ObjectId(""682b8a720b6a9f2c872ef488"")",2425,Leganes,Getafe,2024-09-22T00:00:00.000Z,22/09/2024,D,1,1,0.0,0.0,12.0,6.0,3.0,3.0,6.0,2.0,16.0,17.0,3.0,2.0,0.0,0.0,SP1,1,1,15.0,10.0,0.0,1.0,2.0,2.0,10.0,45.0,3.0,4.0,19,28,47,12,33,45,14,15,-1
"ObjectId(""682b8a720b6a9f2c872ef489"")",2425,Leganes,Real Madrid,2025-03-29T00:00:00.000Z,29/03/2025,H,3,2,1.0,2.0,24.0,10.0,10.0,4.0,8.0,3.0,9.0,13.0,1.0,4.0,0.0,0.0,SP1,3,0,5.0,20.0,13.0,2.0,13.0,2.0,25.0,70.0,10.0,4.0,46,7,53,12,33,45,43,15,28
"ObjectId(""682b8a720b6a9f2c872ef48a"")",2425,Leganes,Alaves,2024-11-30T00:00:00.000Z,30/11/2024,D,1,1,0.0,0.0,18.0,6.0,7.0,3.0,13.0,8.0,15.0,15.0,1.0,4.0,0.0,0.0,SP1,1,1,5.0,20.0,7.0,6.0,9.0,2.0,100.0,50.0,3.0,6.0,23,26,49,12,33,45,13,15,-2
"ObjectId(""682b8a720b6a9f2c872ef48b"")",2425,Leganes,Betis,2024-09-13T00:00:00.000Z,13/09/2024,H,2,0,0.0,0.0,14.0,3.0,5.0,0.0,11.0,1.0,11.0,18.0,1.0,2.0,0.0,0.0,SP1,3,0,5.0,10.0,1.0,1.0,1.0,2.0,10.0,35.0,2.0,5.0,33,15,48,12,33,45,31,15,16
"ObjectId(""682b8a720b6a9f2c872ef48c"")",2425,Leganes,Mallorca,2025-04-19T00:00:00.000Z,19/04/2025,D,0,0,0.0,0.0,11.0,15.0,1.0,1.0,4.0,4.0,17.0,15.0,2.0,1.0,0.0,0.0,SP1,1,1,10.0,5.0,8.0,3.0,8.0,1.0,25.0,55.0,7.0,1.0,27,21,48,12,33,45,19,15,4
"ObjectId(""682b8a720b6a9f2c872ef48d"")",2425,Leganes,Celta,2025-03-08T00:00:00.000Z,08/03/2025,H,2,1,2.0,1.0,7.0,12.0,4.0,6.0,2.0,5.0,10.0,9.0,3.0,2.0,0.0,0.0,SP1,3,0,15.0,10.0,9.0,2.0,12.0,5.0,40.0,70.0,8.0,4.0,36,15,51,12,33,45,31,15,16
"ObjectId(""682b8a720b6a9f2c872ef48e"")",2425,Leganes,Sociedad,2025-02-23T00:00:00.000Z,23/02/2025,H,3,0,1.0,0.0,12.0,8.0,5.0,2.0,3.0,3.0,13.0,13.0,3.0,3.0,0.0,0.0,SP1,3,0,15.0,15.0,5.0,3.0,10.0,6.0,65.0,75.0,3.0,5.0,24,27,51,12,33,45,17,15,2
"ObjectId(""682b8a720b6a9f2c872ef48f"")",2425,Leganes,Espanol,2025-01-11T00:00:00.000Z,11/01/2025,D,1,1,1.0,1.0,15.0,14.0,5.0,6.0,8.0,4.0,15.0,19.0,2.0,2.0,0.0,1.0,SP1,1,1,10.0,35.0,6.0,7.0,8.0,5.0,45.0,60.0,5.0,4.0,27,21,48,12,33,45,21,15,6
"ObjectId(""682b8a720b6a9f2c872ef490"")",2425,Leganes,Valencia,2025-02-09T00:00:00.000Z,09/02/2025,H,2,0,2.0,0.0,18.0,12.0,4.0,4.0,9.0,3.0,14.0,9.0,1.0,1.0,0.0,0.0,SP1,3,0,5.0,5.0,6.0,6.0,7.0,6.0,50.0,90.0,7.0,5.0,31,19,50,12,33,45,26,15,11
"ObjectId(""682b8a720b6a9f2c872ef491"")",2425,Leganes,Girona,2024-11-02T00:00:00.000Z,02/11/2024,H,4,3,2.0,2.0,15.0,8.0,6.0,5.0,6.0,1.0,17.0,15.0,2.0,4.0,0.0,0.0,SP1,3,0,10.0,20.0,7.0,3.0,7.0,3.0,60.0,55.0,5.0,6.0,24,27,51,12,33,45,27,15,12
"ObjectId(""682b8a720b6a9f2c872ef492"")",2425,Leganes,Sevilla,2025-05-04T00:00:00.000Z,04/05/2025,D,2,2,1.0,1.0,25.0,9.0,7.0,3.0,8.0,2.0,17.0,12.0,4.0,5.0,0.0,0.0,SP1,1,1,20.0,25.0,4.0,3.0,2.0,1.0,65.0,55.0,1.0,3.0,24,24,48,12,33,45,17,15,2
"ObjectId(""682b8a720b6a9f2c872ef493"")",2425,Leganes,Ath Bilbao,2025-01-26T00:00:00.000Z,26/01/2025,D,0,0,0.0,0.0,29.0,5.0,3.0,2.0,16.0,1.0,10.0,8.0,1.0,1.0,0.0,0.0,SP1,1,1,5.0,5.0,10.0,7.0,13.0,5.0,50.0,90.0,13.0,7.0,39,9,48,12,33,45,32,15,17
"ObjectId(""682b8a720b6a9f2c872ef494"")",2425,Leganes,Barcelona,2024-12-15T00:00:00.000Z,15/12/2024,A,0,1,0.0,1.0,20.0,6.0,4.0,4.0,8.0,2.0,5.0,13.0,0.0,2.0,0.0,0.0,SP1,0,3,0.0,10.0,17.0,7.0,12.0,3.0,10.0,60.0,5.0,4.0,43,10,53,12,33,45,50,15,35
"ObjectId(""682b8a720b6a9f2c872ef495"")",2425,Leganes,Valladolid,2024-08-28T00:00:00.000Z,28/08/2024,D,0,0,0.0,0.0,12.0,8.0,2.0,1.0,4.0,4.0,13.0,19.0,1.0,5.0,0.0,0.0,SP1,1,1,5.0,25.0,1.0,1.0,3.0,1.0,10.0,10.0,3.0,4.0,13,37,50,12,33,45,11,15,-4
"ObjectId(""682b8a720b6a9f2c872ef496"")",2425,Leganes,Villarreal,2025-05-14T00:00:00.000Z,14/05/2025,H,3,0,3.0,0.0,17.0,23.0,7.0,6.0,3.0,6.0,5.0,11.0,1.0,1.0,0.0,0.0,SP1,3,0,5.0,5.0,8.0,5.0,8.0,2.0,100.0,75.0,10.0,6.0,31,16,47,12,33,45,39,15,24
"ObjectId(""682b8a720b6a9f2c872ef497"")",2425,Leganes,Vallecano,2024-09-28T00:00:00.000Z,28/09/2024,D,1,1,1.0,0.0,15.0,13.0,6.0,3.0,5.0,5.0,12.0,7.0,2.0,1.0,0.0,0.0,SP1,1,1,10.0,5.0,5.0,2.0,4.0,3.0,30.0,55.0,5.0,2.0,25,22,47,12,33,45,24,15,9
"ObjectId(""682b8a720b6a9f2c872ef498"")",2425,Leganes,Ath Madrid,2024-10-20T00:00:00.000Z,20/10/2024,H,3,1,0.0,1.0,24.0,5.0,9.0,2.0,8.0,2.0,14.0,8.0,5.0,1.0,0.0,0.0,SP1,3,0,25.0,5.0,7.0,3.0,8.0,4.0,50.0,60.0,9.0,3.0,43,7,50,12,33,45,38,15,23
"ObjectId(""682b8a720b6a9f2c872ef499"")",2425,Chelsea,Newcastle,2025-05-11T00:00:00.000Z,11/05/2025,H,2,0,1.0,0.0,15.0,10.0,6.0,3.0,2.0,8.0,9.0,13.0,4.0,2.0,0.0,1.0,E0,3,0,20.0,35.0,18.0,3.0,15.0,4.0,25.0,70.0,10.0,11.0,38,14,52,25,25,50,40,28,12
"ObjectId(""682b8a720b6a9f2c872ef49a"")",2425,Chelsea,Liverpool,2024-10-20T00:00:00.000Z,20/10/2024,H,2,1,1.0,0.0,9.0,12.0,5.0,2.0,1.0,6.0,12.0,13.0,4.0,3.0,0.0,0.0,E0,3,0,20.0,15.0,5.0,10.0,6.0,9.0,35.0,65.0,12.0,11.0,45,6,51,25,25,50,41,28,13
"ObjectId(""682b8a720b6a9f2c872ef49b"")",2425,Chelsea,Brentford,2025-04-06T00:00:00.000Z,06/04/2025,D,0,0,0.0,0.0,9.0,21.0,2.0,5.0,3.0,6.0,12.0,12.0,1.0,3.0,0.0,0.0,E0,1,1,5.0,15.0,3.0,3.0,2.0,1.0,30.0,60.0,7.0,9.0,31,19,50,25,25,50,38,28,10
"ObjectId(""682b8a720b6a9f2c872ef49c"")",2425,Chelsea,Man City,2025-01-25T00:00:00.000Z,25/01/2025,H,3,1,1.0,1.0,15.0,10.0,6.0,4.0,2.0,4.0,6.0,8.0,3.0,2.0,0.0,0.0,E0,3,0,15.0,10.0,9.0,10.0,7.0,8.0,50.0,45.0,11.0,5.0,39,12,51,25,25,50,40,28,12
